,Geneid,minuslog10pval,SPT5_T0vsSPT5_T15.padj,log2FC
678,Interval_679,0.05772095966431984,0.8755461453014208,0.26236465304224105
679,Interval_680,0.02704309639896911,0.939630063509792,-0.16828587648059398
680,Interval_681,0.03505907521057975,0.922445942266058,0.154933451718915
684,Interval_685,0.13767046104021474,0.7283322472316339,0.49138533062258705
687,Interval_688,0.1332753570686536,0.7357404657856679,0.635028158930186
688,Interval_689,0.17450958934181368,0.6690990459914721,0.537758244527155
689,Interval_690,0.044322205204403296,0.9029793003825551,0.227433507163975
692,Interval_693,0.057925211921233476,0.875134465583836,0.5007189192582561
693,Interval_694,0.02704309639896911,0.939630063509792,0.213344333442869
694,Interval_695,0.0827141566561589,0.826581809055639,0.46581577732700197
695,Interval_696,0.2804125730150898,0.5243091380471839,-0.8721526316684691
696,Interval_697,1.4732986680496374,0.0336280227032796,-1.7869042639258603
699,Interval_700,0.03372523896342174,0.9252833792003399,-0.23671915258080703
701,Interval_702,0.42807761309066356,0.37318345994172103,-1.4225135512388798
703,Interval_704,0.0515966537836692,0.8879803311415442,-0.22608505636054502
705,Interval_706,0.2614416357138206,0.547719703374362,-0.8699784997100609
706,Interval_707,0.007045324012803314,0.983908417362711,0.0590129369273763
708,Interval_709,2.746661682656223,0.0017920012874579102,-1.8715833508528998
710,Interval_711,0.16678205618513767,0.681111077762077,-0.40897823019081103
711,Interval_712,0.010012555206809975,0.977208969991146,0.056632076254608
712,Interval_713,1.13879530674706,0.0726448268996279,-2.26492361673542
717,Interval_718,0.19174268750940476,0.643068612271449,-0.794490292664067
720,Interval_721,0.007045324012803314,0.983908417362711,-0.0340472726918219
724,Interval_725,0.25582435907584294,0.554850064586082,0.688070328148564
731,Interval_732,0.030356006917294284,0.9324895919160491,-0.205776262794315
733,Interval_734,1.7895321326007043,0.016235582221358,1.23019732611001
734,Interval_735,0.06610618217134505,0.858803523968524,-0.43056416729168395
735,Interval_736,0.16963594869860543,0.67664994569905,-0.892308352579356
736,Interval_737,0.16905150420578055,0.677561148960813,-0.9958856124727149
742,Interval_743,0.0827141566561589,0.826581809055639,0.42416915210118705
743,Interval_744,0.14906035223943667,0.7094791675121109,-0.8017697822171991
744,Interval_745,0.06610618217134505,0.858803523968524,-0.498214738470866
745,Interval_746,0.7016619250211492,0.198764158773088,1.85507661684517
746,Interval_747,1.4978235654552978,0.0317816495557746,1.31645000973396
747,Interval_748,0.2804125730150898,0.5243091380471839,2.09733586547157
749,Interval_750,1.2304475778831394,0.0588237113833326,-1.4705571186759698
751,Interval_752,0.05772095966431984,0.8755461453014208,-0.45426824853377507
752,Interval_753,0.06784601098734137,0.855369950044209,0.4996350538983
753,Interval_754,0.13468218263458373,0.7333610115258491,0.858405891929905
754,Interval_755,0.07980537522495353,0.832136601340863,0.356995552620856
755,Interval_756,0.05182329600642008,0.887517047954534,0.46412679556230896
756,Interval_757,0.26308676751933735,0.54564883523985,1.00140945208135
757,Interval_758,0.09374072968869235,0.805859389195043,0.411727763466307
762,Interval_763,0.17450958934181368,0.6690990459914721,0.613283215094677
763,Interval_764,1.2516700777600667,0.0560182996369172,1.2477233549309499
764,Interval_765,0.02699797723966707,0.93972768740925,0.112741506498932
765,Interval_766,0.0045870171116477905,0.9894935848121958,-0.0211024576473185
771,Interval_772,0.0827141566561589,0.826581809055639,0.436154134264799
772,Interval_773,0.0827141566561589,0.826581809055639,0.35532047899265
773,Interval_774,0.04541562299272432,0.9007087401653159,-0.351354645812838
776,Interval_777,0.2777236847264268,0.527565412583399,-1.24258132027347
777,Interval_778,0.14877185082816327,0.709950630427153,0.551453134441312
779,Interval_780,0.08259903026656887,0.826800955274489,-0.373448337796265
780,Interval_781,0.02704309639896911,0.939630063509792,0.141902073508958
781,Interval_782,0.19637362893360327,0.6362479134073871,0.917265932028693
782,Interval_783,0.20517972174746738,0.623476772053445,-0.805406410370419
785,Interval_786,0.2804125730150898,0.5243091380471839,-1.1631364672555802
787,Interval_788,0.06784601098734137,0.855369950044209,-0.49348118159727605
788,Interval_789,0.020944261419027627,0.9529184564231209,0.0701719160857092
790,Interval_791,0.045256790353339654,0.9010382127153531,-0.27863176920136895
793,Interval_794,0.05081953654406804,0.889570686567543,-0.378189590381818
794,Interval_795,0.24025407199353915,0.575103390545968,-0.7496263613671991
795,Interval_796,0.06401704792041785,0.8629446728238911,0.506084250045563
796,Interval_797,0.02704309639896911,0.939630063509792,0.208233979263366
798,Interval_799,0.004793309938598145,0.989023680255364,0.0200175753392269
801,Interval_802,0.26709625310745566,0.540634488320271,-1.3162484491885502
804,Interval_805,0.12735136619337084,0.7458450878577091,0.5836745868519541
806,Interval_807,0.6892059621752137,0.204547434979428,0.934679359388577
810,Interval_811,0.029616319116492918,0.9340791559744699,0.21481376222819898
812,Interval_813,0.15449316527293516,0.7006592094314389,0.59032809251946
816,Interval_817,0.010042702331154106,0.9771411380957941,-0.0666492345455648
820,Interval_821,0.4916246613842274,0.322385380038964,-1.3541349982663797
822,Interval_823,0.02704309639896911,0.939630063509792,0.199969610428599
826,Interval_827,0.0834457483541056,0.8251905610459879,-0.607197953587568
828,Interval_829,0.08259903026656887,0.826800955274489,0.579712793768845
829,Interval_830,0.02892133578237304,0.935575120509568,0.14993096577631101
832,Interval_833,0.02704309639896911,0.939630063509792,0.0973231123031232
833,Interval_834,0.08003877604464088,0.8316895102712059,0.36097336745534897
835,Interval_836,0.03138611934340166,0.9302804208150749,0.202812235674721
836,Interval_837,0.009283872969933027,0.9788499591367009,-0.035755918365296
837,Interval_838,0.13017614256614563,0.741009639249879,0.802267950732889
838,Interval_839,1.0013555983278948,0.0996883485941563,0.926858378794739
839,Interval_840,0.03505907521057975,0.922445942266058,-0.27040198266174303
840,Interval_841,0.030356006917294284,0.9324895919160491,-0.27797505292244395
842,Interval_843,2.3785578449146803,0.00418255976240741,1.93871983236936
843,Interval_844,2.8041333776385176,0.0015698805989825,1.6460358304223202
845,Interval_846,0.08825594181794702,0.816101278428821,0.582205563554172
847,Interval_848,0.03505907521057975,0.922445942266058,-0.21568557319752998
850,Interval_851,0.007045324012803314,0.983908417362711,0.0221100926523074
852,Interval_853,0.08825594181794702,0.816101278428821,0.617421963242693
853,Interval_854,0.2663944305298484,0.5415088633155261,-1.33828881874046
854,Interval_855,0.015221572814902305,0.9655581349473961,-0.083220370060185
856,Interval_857,0.10436522998326526,0.7863841835811759,0.35213470458757795
858,Interval_859,0.02704309639896911,0.939630063509792,-0.171389157325147
861,Interval_862,0.09149126795744358,0.8100442284854141,-0.6054671916454829
862,Interval_863,0.017395338084406877,0.9607373214275691,-0.119438276936699
864,Interval_865,0.9051171206158076,0.12441790360929302,1.10980240391178
865,Interval_866,0.5411074047875256,0.28766868971676,-1.41227091298527
866,Interval_867,0.002340219295442933,0.9946259381510469,0.0100113221178719
869,Interval_870,0.011311886029002398,0.9742897059969391,0.0799283387952391
870,Interval_871,0.24025407199353915,0.575103390545968,-0.905268993715605
871,Interval_872,0.2745443877249083,0.531441679929455,1.2735395644793002
873,Interval_874,0.029613190422108433,0.9340858851843921,0.11766559418395402
874,Interval_875,0.08734854328678404,0.817808192258241,-0.57081020184788
875,Interval_876,0.0515966537836692,0.8879803311415442,0.22868799331540302
876,Interval_877,0.2860677129732731,0.517526135633038,-0.6824246826526071
877,Interval_878,0.4896941533266836,0.32382162413855703,-1.01115145074384
879,Interval_880,0.1332753570686536,0.7357404657856679,0.51250429092499
880,Interval_881,0.04541562299272432,0.9007087401653159,-0.390129395453598
881,Interval_882,0.2150711894103786,0.609436990338579,-0.579516122430336
882,Interval_883,0.500879654120447,0.315587901721253,0.8099936537971129
884,Interval_885,0.007956479834253941,0.981846327816032,-0.0382950204953234
886,Interval_887,0.19282186538972837,0.641472635525897,0.5111236925838429
887,Interval_888,0.24025407199353915,0.575103390545968,-1.1599566941125201
888,Interval_889,2.8462013031846745,0.00142494695235319,-2.6523246053013
890,Interval_891,0.02892133578237304,0.935575120509568,0.23116616533478
891,Interval_892,0.06784601098734137,0.855369950044209,-0.256391806261682
892,Interval_893,0.05772095966431984,0.8755461453014208,0.291050644730913
895,Interval_896,0.029616319116492918,0.9340791559744699,0.288721084638661
896,Interval_897,0.0827141566561589,0.826581809055639,0.55180761643171
897,Interval_898,0.06784601098734137,0.855369950044209,0.37546819457586295
898,Interval_899,0.02704309639896911,0.939630063509792,0.20353391631875198
899,Interval_900,0.011311886029002398,0.9742897059969391,0.0656188302080217
900,Interval_901,0.0827141566561589,0.826581809055639,0.375735551827043
901,Interval_902,1.2278536443420534,0.0591761021885275,1.01875366356389
902,Interval_903,0.0827141566561589,0.826581809055639,-0.70725849154458
903,Interval_904,0.025739709348647156,0.94245427912937,-0.17134179670414001
909,Interval_910,0.500879654120447,0.315587901721253,1.3126523462359199
910,Interval_911,0.17450958934181368,0.6690990459914721,0.699603458095165
911,Interval_912,0.02704309639896911,0.939630063509792,-0.147024245518486
913,Interval_914,0.2804125730150898,0.5243091380471839,-0.638728614596333
914,Interval_915,0.029616319116492918,0.9340791559744699,-0.230678425080738
915,Interval_916,0.05590370060794428,0.8792174507367091,0.37082549459466496
916,Interval_917,1.3155357128461438,0.0483575497350951,1.90666040087806
917,Interval_918,2.0070703955773754,0.00983851618548951,1.76427485932769
918,Interval_919,2.068380229045975,0.00854318421271124,1.90253308710991
919,Interval_920,2.8041333776385176,0.0015698805989825,1.8411403314638302
920,Interval_921,0.003227428610626524,0.992596115786388,-0.0226845812160413
923,Interval_924,0.02704309639896911,0.939630063509792,0.172005005509444
924,Interval_925,0.3888850426771665,0.40842748237906606,-1.6001189010557602
926,Interval_927,0.08709462331687079,0.818286481893399,-0.6232330240473389
927,Interval_928,0.004793309938598145,0.989023680255364,-0.0216039722670109
928,Interval_929,0.06784601098734137,0.855369950044209,0.567252501691586
931,Interval_932,0.23721758322051004,0.579138473109344,-0.850886398169111
932,Interval_933,0.044322205204403296,0.9029793003825551,0.3623446488671289
934,Interval_935,0.029613190422108433,0.9340858851843921,-0.181368021167631
935,Interval_936,0.02704309639896911,0.939630063509792,0.15020250729128698
938,Interval_939,1.3155357128461438,0.0483575497350951,1.24107453798651
939,Interval_940,0.010042702331154106,0.9771411380957941,0.0821144349393251
940,Interval_941,0.05772095966431984,0.8755461453014208,-0.306326163331599
941,Interval_942,0.16539741078237494,0.683286105036321,0.8949285180925329
942,Interval_943,0.06829672419422611,0.8544827028704141,-0.531809229220758
943,Interval_944,1.3340330348329201,0.0463411668748914,-2.74134649630737
945,Interval_946,0.1316927298459401,0.738426493672532,-0.696944867695764
946,Interval_947,0.044322205204403296,0.9029793003825551,0.358431274844794
948,Interval_949,1.0013555983278948,0.0996883485941563,0.7790554462233291
949,Interval_950,0.2248592746368987,0.59585518847283,-0.8268155544854771
950,Interval_951,0.010042702331154106,0.9771411380957941,-0.0769822345731411
952,Interval_953,0.05590370060794428,0.8792174507367091,0.47711498416281795
953,Interval_954,0.42933487146822824,0.37210467683682,0.6307658244197341
954,Interval_955,0.002340219295442933,0.9946259381510469,0.0187071810499418
955,Interval_956,0.015221572814902305,0.9655581349473961,-0.117795430498291
956,Interval_957,0.25984769139283354,0.549733633579866,0.7043935180608359
957,Interval_958,0.2498468509321656,0.5625396635071329,0.8540162991422479
958,Interval_959,0.4677048181288732,0.340639637454293,0.660182570799842
960,Interval_961,0.07204344610405908,0.8471426631459391,0.569099576899516
961,Interval_962,0.10436522998326526,0.7863841835811759,0.591636722175101
963,Interval_964,0.25209337000868004,0.559637270806032,-1.01068786798853
964,Interval_965,0.0558385643809367,0.8793493271585971,-0.33363436296224197
965,Interval_966,0.007956479834253941,0.981846327816032,0.0429229065800883
969,Interval_970,0.13751518551218517,0.728592698143641,-0.632331102470545
972,Interval_973,0.0827141566561589,0.826581809055639,-0.45417217632172396
973,Interval_974,0.044682641952770254,0.9022301959951401,0.301031136399021
974,Interval_975,0.015221572814902305,0.9655581349473961,0.10699149427995899
978,Interval_979,0.6943027134267066,0.20216095782433,1.30483688962308
979,Interval_980,0.16905150420578055,0.677561148960813,-0.535861975052017
980,Interval_981,0.010012555206809975,0.977208969991146,-0.0799565493213584
981,Interval_982,0.005121820122851773,0.9882758432152049,-0.0292026152740141
982,Interval_983,0.7170456169955811,0.19184672200186398,-1.56218536734658
983,Interval_984,0.03929148132722432,0.91349993055423,0.28317033438385103
985,Interval_986,0.25984769139283354,0.549733633579866,-1.28529419768646
987,Interval_988,0.13264480221277883,0.736809467795497,-0.450636555869989
992,Interval_993,0.25582435907584294,0.554850064586082,0.7150143962513621
994,Interval_995,0.004793309938598145,0.989023680255364,-0.0229534424338962
996,Interval_997,0.10436522998326526,0.7863841835811759,-0.594022055798697
997,Interval_998,0.500879654120447,0.315587901721253,-1.09370032200956
999,Interval_1000,0.04541562299272432,0.9007087401653159,-0.360817929725435
1000,Interval_1001,0.06610618217134505,0.858803523968524,-0.301409301937216
1002,Interval_1003,0.06784601098734137,0.855369950044209,-0.49307261326177704
1005,Interval_1006,0.4113978194037305,0.387794977993161,0.8970084392640258
1006,Interval_1007,0.05772095966431984,0.8755461453014208,0.44334394499243496
1007,Interval_1008,0.17562077395468992,0.667389279330711,0.5337429494528511
1008,Interval_1009,0.021156892043463434,0.9524520216382909,0.0971525536495288
1009,Interval_1010,0.13164399252343917,0.738509365896593,0.42622661467065903
1012,Interval_1013,0.8553140401275221,0.139535900632454,0.9308790478937429
1015,Interval_1016,0.2777236847264268,0.527565412583399,-1.12037231429671
1016,Interval_1017,0.26879009916399016,0.53852999900461,0.989631544946405
1017,Interval_1018,0.030319757623223535,0.932567427351598,-0.180098191366774
1018,Interval_1019,0.04541562299272432,0.9007087401653159,0.42866294641764
1019,Interval_1020,0.05182329600642008,0.887517047954534,0.251856186899975
1020,Interval_1021,0.4980650683509039,0.317639812982922,0.9332961264444741
1021,Interval_1022,0.38471237946281545,0.412370529628525,0.7286020752021469
1022,Interval_1023,0.16905150420578055,0.677561148960813,0.5223118700618811
1023,Interval_1024,1.4305391984234421,0.0371074235672334,-1.53315579347654
1025,Interval_1026,0.07980537522495353,0.832136601340863,0.5245114614226729
1026,Interval_1027,0.02704309639896911,0.939630063509792,-0.11237990516236501
1027,Interval_1028,0.1332753570686536,0.7357404657856679,-0.800040074823149
1028,Interval_1029,0.06610618217134505,0.858803523968524,0.461084857324267
1029,Interval_1030,0.4916246613842274,0.322385380038964,0.819708242710522
1030,Interval_1031,2.5369647876826615,0.00290425812029955,1.28280289086393
1031,Interval_1032,0.08825594181794702,0.816101278428821,0.42459091975870294
1032,Interval_1033,0.28825115002500856,0.5149307769273821,1.12072028583928
1033,Interval_1034,0.10436522998326526,0.7863841835811759,-0.6543732352478121
1034,Interval_1035,0.19547306412939405,0.63756862317531,-1.01627933556235
1036,Interval_1037,1.4762402350694206,0.0334010227253482,1.57121935265147
1037,Interval_1038,0.045263839578484455,0.9010235876856959,0.29084686472849003
1041,Interval_1042,0.010042702331154106,0.9771411380957941,-0.0831936640937208
1042,Interval_1043,0.044322205204403296,0.9029793003825551,-0.18727884361348898
1045,Interval_1046,0.007941385457380832,0.98188045354563,-0.0405121565128981
1046,Interval_1047,0.02704309639896911,0.939630063509792,-0.18217267586898603
1047,Interval_1048,0.044322205204403296,0.9029793003825551,0.3555304399630179
1048,Interval_1049,0.09325696262630517,0.8067575480599759,-0.5620866791165811
1049,Interval_1050,0.0827141566561589,0.826581809055639,0.484128341102466
1051,Interval_1052,0.05251085631106273,0.886113072700201,0.30786536220535804
1052,Interval_1053,0.021156892043463434,0.9524520216382909,-0.11095107506394099
1053,Interval_1054,0.03505907521057975,0.922445942266058,0.19567670846051802
1055,Interval_1056,0.1332753570686536,0.7357404657856679,0.9178255307664142
1057,Interval_1058,0.05772095966431984,0.8755461453014208,-0.284358143827906
1058,Interval_1059,0.02704309639896911,0.939630063509792,0.160744103246229
1059,Interval_1060,0.017118972472354433,0.9613488863166361,0.0839265287069511
1062,Interval_1063,0.08003877604464088,0.8316895102712059,-0.395623351746884
1063,Interval_1064,0.0022180924467051096,0.9949056737161359,-0.0102569252978101
1064,Interval_1065,0.09143961972843065,0.810140568271912,0.444826917036265
1065,Interval_1066,0.10436522998326526,0.7863841835811759,0.7575304496473501
1066,Interval_1067,0.884620326006687,0.13043065462686698,-1.5479023654791901
1067,Interval_1068,0.029616319116492918,0.9340791559744699,0.19464545555899299
1069,Interval_1070,0.03474721012987906,0.923108584794077,0.323982265180817
1071,Interval_1072,0.010042702331154106,0.9771411380957941,0.0626764203406314
1072,Interval_1073,0.029616319116492918,0.9340791559744699,0.129090069891186
1077,Interval_1078,0.2777236847264268,0.527565412583399,-0.7663833242393929
1078,Interval_1079,0.04671022815342989,0.8980277806375658,-0.31259003199223195
1079,Interval_1080,0.06784601098734137,0.855369950044209,-0.26628698187031
1081,Interval_1082,0.4677048181288732,0.340639637454293,1.06404915892524
1082,Interval_1083,0.0827141566561589,0.826581809055639,0.551244615283324
1083,Interval_1084,0.045256790353339654,0.9010382127153531,0.210127072411593
1084,Interval_1085,0.010042702331154106,0.9771411380957941,0.0372241969197534
1086,Interval_1087,0.08173532778365794,0.828446890535736,-0.550659861175402
1088,Interval_1089,0.37612423452237775,0.42060629230235597,-1.28221047324713
1089,Interval_1090,0.057925211921233476,0.875134465583836,-0.253427274793088
1092,Interval_1093,0.07204344610405908,0.8471426631459391,0.394950230440185
1093,Interval_1094,1.9943245453826766,0.010131539795278999,-2.15227709141709
1097,Interval_1098,0.029616319116492918,0.9340791559744699,0.136035510761325
1098,Interval_1099,0.06784601098734137,0.855369950044209,-0.543860540005409
1100,Interval_1101,0.05590370060794428,0.8792174507367091,-0.23534741847514398
1102,Interval_1103,0.25984769139283354,0.549733633579866,0.579422963065953
1104,Interval_1105,0.06784601098734137,0.855369950044209,0.315714229984644
1109,Interval_1110,0.9606093814945296,0.10949407486412499,-1.7543280972979098
1112,Interval_1113,0.010012555206809975,0.977208969991146,-0.07904175412827401
1114,Interval_1115,0.029616319116492918,0.9340791559744699,-0.278423952162668
1115,Interval_1116,0.045256790353339654,0.9010382127153531,-0.17937919728751997
1116,Interval_1117,0.11627190102917644,0.765117435833399,-0.512851195522924
1118,Interval_1119,0.02892133578237304,0.935575120509568,0.153400963109261
1121,Interval_1122,0.03474721012987906,0.923108584794077,-0.290587022389588
1122,Interval_1123,0.04541562299272432,0.9007087401653159,-0.335630396459424
1123,Interval_1124,0.25582435907584294,0.554850064586082,0.65104189148497
1126,Interval_1127,1.7813302161579718,0.0165451147595516,-1.16361066071957
1127,Interval_1128,0.045256790353339654,0.9010382127153531,0.341649134533192
1128,Interval_1129,0.004793309938598145,0.989023680255364,0.0276568450308728
1129,Interval_1130,0.1526561147693053,0.7036292505944051,0.886268869612717
1131,Interval_1132,0.13867006329889944,0.7266577950440709,-0.615575851543182
1132,Interval_1133,0.020944261419027627,0.9529184564231209,0.0925418382275049
1135,Interval_1136,0.0827141566561589,0.826581809055639,-0.5522907472404499
1136,Interval_1137,0.044322205204403296,0.9029793003825551,0.279926613359828
1137,Interval_1138,0.004793309938598145,0.989023680255364,0.0330867670010308
1140,Interval_1141,0.03474721012987906,0.923108584794077,-0.30990010420882297
1141,Interval_1142,0.19637362893360327,0.6362479134073871,0.986058144794496
1143,Interval_1144,0.4329540177065496,0.36901666730148397,0.8490173892853901
1144,Interval_1145,2.8462013031846745,0.00142494695235319,1.5898300206688503
1145,Interval_1146,2.8041333776385176,0.0015698805989825,1.6061279108475
1151,Interval_1152,0.11743689341911376,0.763067763164432,0.751813406748212
1152,Interval_1153,0.19637362893360327,0.6362479134073871,-1.0405852261328499
1153,Interval_1154,0.04541562299272432,0.9007087401653159,0.250191942294577
1155,Interval_1156,0.02892133578237304,0.935575120509568,-0.223307350232256
1157,Interval_1158,0.002340219295442933,0.9946259381510469,0.00871184044975226
1158,Interval_1159,0.2804125730150898,0.5243091380471839,0.868285967277141
1159,Interval_1160,0.055926906994958704,0.8791704712880508,0.459597245729582
1160,Interval_1161,0.25582435907584294,0.554850064586082,1.1457977761856202
1161,Interval_1162,0.015221572814902305,0.9655581349473961,-0.120320720667754
1162,Interval_1163,0.044322205204403296,0.9029793003825551,0.339177168830818
1163,Interval_1164,0.25984769139283354,0.549733633579866,-1.37243890270463
1164,Interval_1165,0.04072350004834823,0.9104927667149971,0.293525524302719
1165,Interval_1166,0.005121820122851773,0.9882758432152049,0.0404794682635666
1168,Interval_1169,0.0045870171116477905,0.9894935848121958,-0.0176960806753172
1171,Interval_1172,0.0827141566561589,0.826581809055639,-0.555818773963533
1173,Interval_1174,1.4622638163958264,0.0344934142090778,-3.41314012834594
1174,Interval_1175,0.13836315344914976,0.727171495458344,-0.8546679401872141
1175,Interval_1176,0.029616319116492918,0.9340791559744699,0.18802246332798
1176,Interval_1177,0.05725048140903894,0.876495152584201,-0.25392758321232
1177,Interval_1178,0.0515966537836692,0.8879803311415442,-0.431066019466535
1178,Interval_1179,0.19637362893360327,0.6362479134073871,-1.1761566999138
1179,Interval_1180,0.02704309639896911,0.939630063509792,0.12662253797992498
1180,Interval_1181,0.6892059621752137,0.204547434979428,-1.50518572364317
1182,Interval_1183,0.2804125730150898,0.5243091380471839,-1.24074918447729
1184,Interval_1185,0.02892133578237304,0.935575120509568,-0.12298004739103499
1187,Interval_1188,0.03474721012987906,0.923108584794077,0.16383086496637603
1190,Interval_1191,0.04072350004834823,0.9104927667149971,-0.32850773823784696
1191,Interval_1192,0.2248592746368987,0.59585518847283,0.886570108788795
1194,Interval_1195,0.021156892043463434,0.9524520216382909,0.12238526478946
1196,Interval_1197,1.1974986458178694,0.0634601879742753,2.3946402009098
1198,Interval_1199,0.03603315421741577,0.920379306940489,-0.181633710046091
1200,Interval_1201,0.0827141566561589,0.826581809055639,-0.40731994001710703
1202,Interval_1203,0.02892133578237304,0.935575120509568,0.251488489837743
1205,Interval_1206,0.4677048181288732,0.340639637454293,1.23013606758068
1208,Interval_1209,0.17806539219113202,0.663643137411668,-0.9748494823491821
1209,Interval_1210,0.02704309639896911,0.939630063509792,0.12627226208996
1210,Interval_1211,0.044682641952770254,0.9022301959951401,0.211426496618166
1211,Interval_1212,0.058290425547389516,0.8743988433357971,-0.32587429426356
1212,Interval_1213,0.020944261419027627,0.9529184564231209,-0.14595656692846498
1214,Interval_1215,0.30396583946490324,0.49663138371642,-1.3524946442656
1216,Interval_1217,0.045256790353339654,0.9010382127153531,0.27824586822233194
1217,Interval_1218,0.007045324012803314,0.983908417362711,-0.029351816788676002
1219,Interval_1220,0.16963594869860543,0.67664994569905,0.805326797502036
1220,Interval_1221,0.25984769139283354,0.549733633579866,0.882918826750727
1221,Interval_1222,0.0827141566561589,0.826581809055639,0.39700167370981104
1222,Interval_1223,0.13867006329889944,0.7266577950440709,-0.883637484673013
1223,Interval_1224,0.02704309639896911,0.939630063509792,0.181875615363846
1225,Interval_1226,0.0827141566561589,0.826581809055639,-0.514475188911704
1227,Interval_1228,0.27067308023349135,0.536200135958814,0.9192390778432779
1229,Interval_1230,0.2928504955741185,0.509506236692385,-0.8661530261780269
1230,Interval_1231,0.2109276009988279,0.615279434233344,0.440570839082422
1233,Interval_1234,0.08284113777098355,0.826340164408793,0.5879660550819711
1236,Interval_1237,0.04923078932878989,0.8928308965305971,-0.28829082361217895
1239,Interval_1240,2.068380229045975,0.00854318421271124,1.6246326067734098
1240,Interval_1241,2.9332936404685985,0.0011660209661937802,1.62913336938494
1242,Interval_1243,0.06784601098734137,0.855369950044209,0.46232723380116003
1243,Interval_1244,1.1908332267817445,0.0644416680151411,1.82535971402207
1248,Interval_1249,0.08003877604464088,0.8316895102712059,-0.469276930962859
1249,Interval_1250,0.09988664189431806,0.794535594707396,0.499480005964136
1250,Interval_1251,0.021156892043463434,0.9524520216382909,-0.109233481029511
1251,Interval_1252,0.12750863382762687,0.74557504975691,0.40996633572659297
1252,Interval_1253,0.02492306658496341,0.944228127456854,0.129630043846232
1253,Interval_1254,0.045256790353339654,0.9010382127153531,0.319304409416441
1255,Interval_1256,0.26709625310745566,0.540634488320271,0.46608560797629206
1257,Interval_1258,0.010042702331154106,0.9771411380957941,0.0749544678767554
1258,Interval_1259,0.0827141566561589,0.826581809055639,0.527560420797961
1260,Interval_1261,1.4305391984234421,0.0371074235672334,0.9855549484349059
1261,Interval_1262,0.2804125730150898,0.5243091380471839,1.02768064900095
1262,Interval_1263,0.2926406439486393,0.5097524902200921,1.19186438377611
1264,Interval_1265,0.038889256546979466,0.914346366616952,0.18040418895647897
1265,Interval_1266,0.04484346655525085,0.901896150881357,-0.275751443878516
1267,Interval_1268,0.16678205618513767,0.681111077762077,-0.48571757318847497
1268,Interval_1269,0.045263839578484455,0.9010235876856959,0.22313182679973897
1271,Interval_1272,0.029613190422108433,0.9340858851843921,-0.158637835841814
1272,Interval_1273,0.08284113777098355,0.826340164408793,-0.554949522755795
1273,Interval_1274,0.07975312458817675,0.832236722997423,0.443081991667442
1275,Interval_1276,0.07980537522495353,0.832136601340863,-0.324193843974457
1277,Interval_1278,0.13264480221277883,0.736809467795497,0.5663362451141529
1281,Interval_1282,0.09823047905301438,0.797571305731046,-0.7522652032616429
1282,Interval_1283,0.17806539219113202,0.663643137411668,-0.731854594742079
1284,Interval_1285,0.5632323554369082,0.27338056992590803,-1.2393648617350501
1285,Interval_1286,0.21651018846564737,0.607421012715417,-0.7618113333421509
1288,Interval_1289,0.2804125730150898,0.5243091380471839,-0.7913677689858721
1290,Interval_1291,0.9919248617027361,0.101876763216231,-2.00408176491709
1293,Interval_1294,0.06401704792041785,0.8629446728238911,-0.282144520930648
1294,Interval_1295,0.08003877604464088,0.8316895102712059,-0.47353698165813296
1295,Interval_1296,0.2804125730150898,0.5243091380471839,-0.743545010318556
1296,Interval_1297,0.029616319116492918,0.9340791559744699,-0.253447827459974
1297,Interval_1298,0.4488470832551323,0.35575655976142695,-1.1325073652479198
1299,Interval_1300,0.1332753570686536,0.7357404657856679,0.582945583229473
1300,Interval_1301,0.044322205204403296,0.9029793003825551,-0.201766284462068
1301,Interval_1302,0.1077575827674521,0.7802655225211221,0.42607150716394393
1302,Interval_1303,0.018606540912210923,0.958061656253094,-0.0886064143017445
1303,Interval_1304,0.08734854328678404,0.817808192258241,-0.455586078739437
1304,Interval_1305,0.08259903026656887,0.826800955274489,-0.47254149162486003
1307,Interval_1308,0.500879654120447,0.315587901721253,-1.69937679021506
1310,Interval_1311,0.1332753570686536,0.7357404657856679,-0.840556722649394
1311,Interval_1312,0.002340219295442933,0.9946259381510469,0.00866736961700423
1314,Interval_1315,0.3916620765412046,0.405824183420193,-0.7896359994959201
1318,Interval_1319,0.16905150420578055,0.677561148960813,-0.598834109055974
1319,Interval_1320,0.06784601098734137,0.855369950044209,-0.40094696421650605
1320,Interval_1321,0.1077575827674521,0.7802655225211221,-0.48859491887849504
1322,Interval_1323,1.0820867160476182,0.0827776864110837,-2.1351686377537797
1324,Interval_1325,0.07267231103930825,0.8459168755346569,0.413866581378251
1326,Interval_1327,0.029616319116492918,0.9340791559744699,-0.161005135681647
1327,Interval_1328,0.021156892043463434,0.9524520216382909,-0.0997609945264534
1329,Interval_1330,0.20607071351325204,0.622198968069923,0.520346222976995
1330,Interval_1331,0.3056209833955089,0.49474226911015207,-1.03461984426182
1333,Interval_1334,0.06784601098734137,0.855369950044209,-0.307993711636291
1334,Interval_1335,0.4409336451415532,0.362298348922463,1.08776240873903
1336,Interval_1337,0.01237682811297874,0.971903557705959,-0.0598805268523295
1337,Interval_1338,0.06784601098734137,0.855369950044209,0.502329766742135
1339,Interval_1340,0.27067308023349135,0.536200135958814,0.723895940621482
1340,Interval_1341,0.0515966537836692,0.8879803311415442,0.286787151318604
